cid,bookid,catid,title,typeid,thumb,description,gx_type,update_chapter_name,author,status_bz,updatetime,view_type,average_score,rank_id,hit_num,views,vip_tag_name,vip_tag_type
3,4742,31,晚上才是女孩子,,http://cdn.517w.com/uploadfile/2018/0827/thumb_20180827115527111.jpg,（每周五更新）深夜下班回家的路上，竟然遇到了可爱的女孩子！不同于常人的警觉心让他决定不予理会。没想到，在对方猛烈进攻之下，两人的关系竟然越来越微妙……Q群397446074欢迎大家加入畅聊,0,,阿柯文化,,1548049072,1,3,,341285,268737,,
3,4741,31,情深不抵陈年恨,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824142457891.jpg,结婚三年，丈夫家外有家。我竭尽努力想要挽回的心意，却比不上白莲小三在他眼里开成了一朵奇葩。 终于，自暴自弃的我，选择另一条逆袭之路。 封景，就像打开我新世界大门的一道风景。 他说，梧桐，这世上贱人这么多。你把手给我牵紧了，就再不用害怕。 qq群47569902剧情抢先看！,1,,阿柯文化,,1563340470,1,4.75,,1388423,2517049,,
3,4740,31,蛇蝎不好惹：弃后也妖娆,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824142038178.jpg,一代皇后，不得皇上喜爱~女儿出世，带来的却是死亡    打入冷宫，痛失爱女，被废后位…… “既然世界和我作对！那我便化身蛇蝎，为女儿复仇！！” 不甘命运决心拯救自己   这场游戏刚刚开始 （交流群号：477963817）,1,,阿柯文化,,1548048509,1,5,,379493,526405,,
3,4739,31,如果从没爱过你,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824115103789.jpg,3年冷漠与无视。当陆云湛知道，自己欺负的女人竟是儿时最爱的她时。言小安已经走了，带着肚子中的孩子和受尽的屈辱       (改编自小说：如果从没爱过你。Q群617501540欢迎大家加入),2,,阿柯文化,,1547530563,1,5,,2052685,3907982,,
3,4737,31,吸血鬼邻居,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824113629804.jpg,梦中睁眼醒来，出现在城市的万丈高空是什么体验？还有一个帅帅的吸血鬼小哥哥抱着自己天了噜！第二天发现梦中的吸血鬼小哥哥成了自己新邻居？！这么帅的吸血鬼邻居竟然有四个！？自己的闺蜜是千年魔女？！小时候的暗恋对象是千年妖狐？！让我们一起见证一个平凡女高中生世界观的崩塌……,0,,阿柯文化,,1555555035,1,0,,183677,79828,,
3,4735,31,重生之慕甄,,http://cdn.517w.com/uploadfile/2018/0823/thumb_20180823171458705.jpg,后宫虐恋  她重生了两次，第一世，她看着他与别的女人双宿双飞，郁郁而终，第二世，她拼尽全力、不择手段，只为得到他，最终却被满门抄斩，那么，这一次，她只想离他越远越好……（ps：重生两次是有原因的，会在后面揭开谜底哦）【每周六更新】,1,,阿柯文化,,1555555001,0,5,,397403,799466,,
3,4714,31,狂女重生：纨绔七皇妃,,http://cdn.517w.com/uploadfile/2018/0816/thumb_20180816101649723.jpg,前世她受人欺害，最终丧子身死。如今重生归来，看她如何手撕渣男恶女，还叫腹黑王爷芳心暗许。,2,,崇卓漫画,,1580317208,1,4.6552,,7564189,8175761,,
3,4694,31,死神请和我恋爱,,http://cdn.517w.com/uploadfile/2018/0806/thumb_20180806181305911.jpg,为了救闺蜜跳下火车轨道却没死？原来救我的是死神大人！少女与死神甜蜜而又奇幻的校园故事……,3,,木浆纸工作室,,1537846533,1,4.1111,,9957577,6315800,,
3,4678,32,我本废柴,,http://cdn.517w.com/uploadfile/2018/0731/thumb_20180731032004407.jpg,【万画筒漫画出品】【每周三、周六更新】被看轻、被退婚、被杀害，也许这就是废柴该有的人生吧……可偏偏被我这修仙界第一的苍昆子夺舍重生。所谓既来之则安之，且看我如何用这废柴之躯，碾碎尔等蝼蚁之辈！,2,,万画筒漫画,,1545356998,1,0,,675406,426882,,
3,4663,32,侠客行不通,,http://cdn.517w.com/uploadfile/2018/0723/thumb_20180723112844966.jpg,我以为，闯荡江湖，只要武功高强，锄强扶弱，就能成为大侠的，哪怕我丑一点，我的武功偏一点也没关系的……或许，是我太丑了一点，武功太偏了一点？,2,,常盘勇者,,1532421912,1,4.9677,,1244745,1350153,,
3,4648,31,天乩之白蛇传说,,http://cdn.517w.com/uploadfile/2018/0713/thumb_20180713112706377.jpg,前世上神紫宣为救白夭夭魂飞魄散，转世后的药师宫宫上许宣重遇白夭夭，冥冥之中一股力量牵引着他们。这场人与妖的相恋，究竟能不能突破重重阻碍？周二周五锁定漫画《天乩之白蛇传说》！,2,,追梦动漫,,1541746074,1,3.5714,,2245715,2046448,,
3,4645,32,奥拉星·平行宇宙,,http://cdn.517w.com/uploadfile/2018/0713/20180713112754717.jpg,"在游戏世界，他是炉火纯青使用各种精灵进行战斗、长年霸居各种排行榜的【天下第一】；
在现实世界，他是各种鄙视链的最底层、默默暗恋校园女神的【倒数第一】；
有一天，这两个世界开始交错，哪个是真实，哪个是虚假？",0,,马赛克工作室,,1569302034,0,4.7679,,7864878,4956042,,
3,4632,32,不灭元神,,http://cdn.517w.com/uploadfile/2018/0706/thumb_20180706164035444.jpg,轮回重生，是偶然还是必然？ 陆弃，带着国术最高境界的领悟重生到了这个以武为尊的世界。 在这里，他获至宝、寻天道；收女奴、降神魔…… 让我们一起去踏上这元神不灭，天道永生的世界吧！ 由百世经纶所著的异界国术小说改编，《不灭元神》漫画每周四更新。,1,,素心人漫画工作室,,1569378039,1,0,,43979,27001,,
3,4627,31,暗月代理人,,http://cdn.517w.com/uploadfile/2018/0705/thumb_20180705133726330.jpg,［暂改为周日更新(°_°)］被解雇的当天，顾澜在垃圾堆里捡到了孱弱的美少年，谁知道他醒过来的第一件事，就是狠狠咬自己一口？,2,,徒子文化,,1559803455,1,4.3333,,14292892,11086316,,
3,4626,31,道士，妖怪与偶像明星,,http://cdn.517w.com/uploadfile/2018/0711/thumb_20180711163308645.jpg,一直以羽族自称的璎珞认定自己的使命就是要让沉睡的凤凰苏醒过来重振羽族的辉煌，因此偷偷溜到凡间。但凡间早已变成了人妖鬼 共存的世界，就此结识了降妖师风清逸以及拥有超凡好运的凡人慕尘音。同时，在追寻神器过程中不谙世事的璎珞在阴差阳错之下“不小心 ”出道成为偶像明星，就这样，一场啼笑皆非轰轰烈烈人妖鬼仙的娱乐圈喜剧就此展开……,2,,五千两漫画工作室,,1536800408,0,4.7692,,11271860,9302340,,
3,4613,31,柏岩子的设计日常,,http://cdn.517w.com/uploadfile/2018/0813/thumb_20180813130608590.jpg,柏雨和岩曦两位萌新，从踏入设计事务所的第一天就感觉哪里不对？不着四六的老板，天（奇）赋（形）异（怪）禀（状）的同事，还有镇司神宠超级社会的橘猫？传说中的职场并不是这个样子的好吗！想知道二位萌新在诸位人间极品的花式助攻下，如何剑走偏锋地搞定各位甲方霸霸？《柏岩子的设计日常》每周二周五，20:00准时交图给你好看！QQ交流群：861330730,2,,柏岩文化,,1553502778,1,4.9444,,1929305,1993776,,
3,4611,33,他的少年,,http://cdn.517w.com/uploadfile/2018/0627/thumb_20180627213503473.jpg,(不弃坑)两个而立之年的男人和他们生命中最珍贵的少年的温暖故事。,0,,即诚,,1545360894,0,0,,125171,97724,,
3,4609,32,妖道至尊,,http://cdn.517w.com/uploadfile/2018/0626/thumb_20180626180622459.jpg,涅槃重生，妖皇再现！一个傻子驸马，摇身成为妖皇，妖诀，元诀双修，妖凛天下！踩小人，招小弟，揽美人，成就最强妖道之路！,2,,乐游映画,,1544607777,0,5,,351036,193363,,
3,4604,31,饲养外星人的注意事项,,http://cdn.517w.com/uploadfile/2019/0329/thumb_20190329155944916.jpg,"原本只是普通大一学生的林玉子，却在某天突然遇上了神秘的“太空旅行家”，从此玉子的生活便变得有点不再普通……
喧闹不断又状况频出，人类与外星人的日常，就此拉开帷幕。",1,,旭实逸动,,1559203915,1,4.9412,,3270963,3047998,,
3,4600,31,时间海,,http://cdn.517w.com/uploadfile/2018/0621/thumb_20180621234223223.jpg,"知名小说《时间海》授权改编漫画作品。
你以为那是历史必然，其实是我们创造了历史。
周更，每周六更新！各位小伙伴请继续关注和支持我们！
时间海粉丝群：795987910 关注微博/微信：河鲀漫画",0,,河鲀漫画,,1548471606,0,4.7436,,2828387,2498825,,
3,4598,31,息和镇,,http://cdn.517w.com/uploadfile/2018/0621/thumb_20180621221428248.jpg,披上人皮你就不是妖了吗？,0,,凶毛人漫画,,1574662012,0,4.8276,,3496032,3437480,,
3,4596,32,Mist迷雾,,http://cdn.517w.com/uploadfile/2018/0621/thumb_20180621151722602.jpg,权谋下的悬疑命案。,0,,疯漫漫画工作室,,1532329456,1,0,,21691,16596,,
3,4560,32,诛仙·御剑行,,http://cdn.517w.com/uploadfile/2018/0606/thumb_20180606104323316.jpg,诛仙故事过去千百年。就在中原修真者即将忘记上古神剑诛仙剑的存在时，一个自小被寄养在“人妖院”的少年——林琰，怀揣着一块发着恶臭的腌泡菜石头，踏上了寻找父亲的旅途。 一路披荆斩棘之下，他结识了人生中两个重要的伙伴，一身正气的端木弘，还有呆萌可爱的朵一。 自此，新的有关于诛仙剑的故事开始了……,2,,完美世界漫画,,1555553685,0,4.3846,,3932041,3182845,,
3,4555,32,梦塔·雪谜城,,http://cdn.517w.com/uploadfile/2018/0601/thumb_20180601155531199.jpg,西山居原创3D动画《梦塔·雪谜城》同名漫画，每周五动画、漫画更新，欢迎观看~,1,,蓝诺、若秋,,1544409076,0,5,,2078953,2128466,,
3,4542,31,旷野之境·消失的流沙,,http://cdn.517w.com/uploadfile/2018/0607/thumb_20180607113516447.jpg,“旷野之境”是每个人的意识之地，极少数人可进入其中，身世成谜的心理咨询师张醒墨就是其中一个。一个女孩的离奇失踪使他彻底卷入了一场扑朔迷离的死亡事件中，婚期将近的女孩是妄想症还是被人蓄意跟踪？跟踪狂的执着，原生家庭的压抑，爱情的迷惘，谁困在谁的局中？背后的真相潜藏在旷野之境中……,1,,观池跨次元,,1548039969,1,4.8947,,1521419,1821337,,
3,4517,31,暧昧残留,,http://cdn.517w.com/uploadfile/2018/0521/thumb_20180521180144285.jpg,百合恋爱物语「我不求余生的万种柔情，只乞你刹那的温柔回眸」,1,,紫苏,,1532314895,0,4.9175,,9492300,9251002,,
3,4454,32,三十六骑,,http://cdn.517w.com/uploadfile/2018/0614/20180614050224643.jpg,天赋异禀的少年班超一直噩梦缠身，与同样为梦境所惑的当朝天子心有灵犀，于是网罗了能人异士三十六人奉王命西征，波澜壮阔的西域征途就此开始，命运与预言究竟指向何方？噼咔噼最新力作！,7,,噼咔噼×念远怀人,,1551082169,1,4.8884,,140784621,90462848,,
3,4453,31,猫小白,,http://cdn.517w.com/uploadfile/2018/0427/thumb_20180427162829183.jpg,"可爱的小猫变成了少女，开启不按常理出牌的爆笑猫生,治愈、搞笑的冒险旅程就此开始！",1,,小宇轩,,1532744445,1,4.9,,29803877,31176658,,
3,4291,32,火源α,,http://cdn.517w.com/uploadfile/2018/0228/thumb_20180228150326259.jpg,"“要么死！要么战斗！”这是一场人类生存的斗争，这是带来希望的火种同时也是战争的火种，守护住这份力量
探寻宇宙的造物阶梯！火源α小队将全力出击！
- 射击网游《火源》官方衍生漫画。",1,,英佩游戏,,1567751187,0,5,,138703,68654,,
3,4230,31,我家殿下要挂了,,http://cdn.517w.com/uploadfile/2018/0201/thumb_20180201171336752.jpg,没见过东篱以前，宋井颜想找个有车有房，身体健康，努力上进的好青年。见到东篱之后，她脑子里只剩下一个念头，怎么把东篱推倒在她的大床之上！,2,,云端漫画/菖尕/Sandro,,1518627619,0,4.8085,,4657993,4273437,,
3,4227,31,诸天纪,,http://cdn.517w.com/uploadfile/2018/0131/thumb_20180131160101701.jpg,诸天万界之间，有一处名为罗浮的世界，十万年生，十万年灭，世间万物亿兆生灵，便在这二十万年一次的生灭当中沉沦，周而复始循环不休，直到这一年，一个数万年前就已经死去的少年在藏剑阁当中醒来,3,,神居动漫,,1522055971,0,4.619,,14670877,7854525,,
3,4188,33,素菜包,,http://cdn.517w.com/uploadfile/2018/0112/thumb_20180112114509733.jpg,"一个脱线女友和骚浪贱男友的情侣组合，一个高冷男神和可爱小gay的吊胃口组合，还有一个是情路坎坷的万人迷御姐      
五个小伙伴毕业后齐聚妖都，并且住在一个叫素菜包的小区，他们之间会发生怎样有趣的日常？",3,,金姨,,1565324077,1,5,,191836,103016,,
3,4174,32,屠万界,,http://cdn.517w.com/uploadfile/2018/0108/thumb_20180108095950128.jpg,"万载大劫以来，此方天地自开辟之初沉积于九幽地渊的污浊祟气翻涌倒灌至人间
自此人间渐为阴世所侵
“人”不再是被天地所钟的万物之灵长
而沦为漫山遍野鬼怪邪祟的饵食
所幸3000年前两位帝君横空出世，力挽狂澜。
但万载大劫，万般邪祟最险恶的反扑也将到来
当此关头，一位穿越者
降临了",1,,manhua2028,,1545120268,0,0,,16915,5437,,
3,4150,32,恒,,http://cdn.517w.com/uploadfile/2017/1230/thumb_20171230154953719.jpg,在“恒”所维护的世界里，存在着妖精和妖怪两个种族,0,,MJiffy,,1565167710,0,5,,9751,6156,,
3,4122,31,山海无极,,http://cdn.517w.com/uploadfile/2017/1220/thumb_20171220133727377.jpg,【万画筒漫画出品】【每周四、每周日更新】一位背负着家族血海深仇的灵族亡国公主准备孤身一人夺回属于自己的国家。在复仇过程中这位公主邂逅了一群值得托付一切的伙伴，正当他们即将成功之际，一百年前圣战中埋下的阴谋浮现在众人的面前，在国仇家恨与拯救世界前面，年轻的公主最终将如何选择。,2,,万画筒漫画,,1546495120,0,5,,1119972,592731,,
3,4118,32,巨大勇者,,http://cdn.517w.com/uploadfile/2018/0808/thumb_20180808155209100.jpg,本作者努力每周更新一集。伙伴们的多多收看欧！收藏！点赞！吐槽！,1,,马景,,1544605951,0,0,,25074,9329,,
3,4051,32,灵域女神,,http://cdn.517w.com/uploadfile/2017/1115/thumb_20171115213637543.jpg,大型网络游戏《灵域女神2》风靡全球，在第一代游戏中就打出名气的大学女生凌琪琪，在游戏内测中重新遇到了当年秒杀自己的席若羽，两人在游戏中擦出了各种火花。《灵域女神2》里出现的歧视女性，让凌琪琪决定开始组建一支全女生的战队。,1,,漫巢文化,,1526127509,1,4.3571,,9154000,7038395,,
3,4025,32,穷途末路,,http://cdn.517w.com/uploadfile/2017/1108/thumb_20171108110727859.jpg,天才萝莉与呆板大叔的废土吃鸡之旅，要不要一起？,1,,铜主任&pope,,1520400173,0,4.7273,,8578214,9130551,,
3,4008,32,这个世界不是你想象中的样子,,http://cdn.517w.com/uploadfile/2018/0410/20180410025904387.jpg,陆人为了完成儿时约定，来到了青梅竹马诗诗的城市，然而等待陆人的却是，一个血腥颠覆自我的不一样的世界,1,,呜帕,,1530331295,0,4.614,,29982534,23901134,,
3,3993,31,晴天港湾,,http://cdn.517w.com/uploadfile/2017/1129/thumb_20171129112927318.jpg,老街港湾街11号有一间新开张的甜品店，这里有猫有狗，有善良的店长，有勤劳的店员，有叛逆的少年，有每天期盼儿子回家的阿婆，店里每天都会充满各种琐碎与烦恼，但却挡不住人们开怀的笑声。,2,,嘉一,,1530796919,1,4.913,,31537621,33046178,,
3,3972,31,糊涂镖局糊涂账,,http://cdn.517w.com/uploadfile/2017/1013/thumb_20171013125020705.jpg,【万画筒漫画出品】【每周五更新】一个一穷二白、风流倜傥的年轻镖头，一个沉默寡言、来历不明的冷面刀客，一个慵懒随意、讨厌麻烦的绝色美女，一个只有三个人的、不糊涂的糊涂镖局。,1,,万画筒漫画,,1564391537,1,3.75,,818885,666275,,
3,3937,32,中华诡域谈,,http://cdn.517w.com/uploadfile/2018/0128/thumb_20180128154717402.jpg,中华大地宽广无垠，奇境诡域亦有无数。在这些土地上，任何有违常理不可想象的惊奇恐怖之事都会发生。只有你想不到，没有你看不到。人间有传：一入此域，诡事纷至；若不能度，死生成迷……,2,,燕子青,,1527420765,0,4.3496,,34693817,23147897,,
3,3907,31,诡念人间,,http://cdn.517w.com/uploadfile/2018/0815/thumb_20180815140857304.jpg,"诡念人间是一部单元剧，由20部左右惊悚悬疑故事组成。每一部都会揭露人性中的丑恶面
诡念人间qq群：529820912
微X:激动漫画：bai_man_jiao
V博：激动漫画01",0,,主笔：郭沐鑫  编剧：行尸走肉,,1559203507,0,3.6667,,1109657,528212,,
3,3900,31,夺命粉丝线,,http://cdn.517w.com/uploadfile/2017/0915/thumb_20170915160922935.jpg,"小青很羡慕灵异菌拥有那么多的粉丝，希望自己也能成为这样一个微博大V。有天晚上小青接到了一个奇怪的电话，电话中告诉小青成了‘灵异博主’的新主人，小青必须更新微博维持灵异微博的粉丝，如果粉丝数每减少一定数量，小青就会受到恐怖的惩罚。花季少女惨遭微博毁容？校园暴力主导者竟因微博丧命！
夺命粉丝线qq群：529234048",0,,主笔：AK47 编剧：棱度桑,,1550122582,0,3.6667,,513971,260829,,
3,3817,31,记忆U盘,,http://cdn.517w.com/uploadfile/2017/0825/thumb_20170825114401198.jpg,"自来水之污《记忆U盘》动画每周四全网更新。记忆移植技术的发明，导致人们可以将知识、经历、情感甚至人格移植。
科技公司女BOSS在垂暮之年通过人格移植，在17岁的女生李小染身上重生。
妹妹方小甜觉醒，开始了“找回”姐姐的过程。",1,,潇潇潇潇如,,1534397875,1,4,,2636856,1925326,,
3,3809,31,恶女千金,,http://cdn.517w.com/uploadfile/2018/0604/20180604100530164.jpg,不良少女的豪门生活，每周二，四，六更新,3,,轮椅酱,,1533376808,0,4.7475,,157426431,129801974,,
3,3773,32,穿越效应,,http://cdn.517w.com/uploadfile/2017/0811/thumb_20170811160607886.jpg,"如果能回到过去改变一切，你会怎么做？
所有的事情都有连锁反应",1,,神北克,,1555468227,0,4.7273,,3329267,1765401,,
3,3751,32,变脸少年,,http://cdn.517w.com/uploadfile/2017/0831/thumb_20170831100046140.jpg,"这是一个看脸时代？这是一个刷脸盛世？如果帮你换一张脸，你想要怎么样的人生？
因为秋志诚救人惨遭毁容。脸毁了，他的生活也随着这张脸发生了翻天地覆的变化。被同学欺凌侮辱，被原本追捧的人落井下石、无情的背叛……
换一张脸的秋龙复仇是否成功？
是谁给绝望的他换上一张脸，给他一段与别不同的人生？
天底下真的有边吃的午餐吗？",2,,夏天岛,,1518525074,1,4.4706,,37409275,26732639,,
3,3669,31,朕的老婆们全挂了,,http://cdn.517w.com/uploadfile/2017/0830/20170830030135616.jpg,妙龄女子为何半夜惨叫，英俊男子为何沦为单身狗，豪门家族为何人丁凋零，这一切的背后，是老天爷的安排，还是命运的捉弄？,0,,乡草,,1515850874,1,4.4828,,86948566,56807023,,
3,3666,31,霸道女安然,,http://cdn.517w.com/uploadfile/2018/0604/20180604115922954.jpg,霸道追爱，强势复仇，一场权利与真爱的角逐。,1,,漫原画道,,1536757688,1,4.5972,,52999569,34927651,,
3,3662,32,暗黑童话,,http://cdn.517w.com/uploadfile/2017/0830/20170830110041247.jpg,黑暗血腥的纯爱故事。,1,,森羽千帆×画萸,,1517302232,1,4.5368,,20322946,15285119,,
3,3653,32,龙中对,,http://cdn.517w.com/uploadfile/2017/0831/20170831045647114.jpg,在万千世界中可能有无数个平行三国，但是有这么一个三国，它稍为有点不一样……什么？这个像是搞传销的光头大叔叫张角！？什么？那三个像在搞邪教仪式的妹子叫刘备、关羽、张飞？什么？宅在家里玩游戏不肯出门，敲了三次门才出来的御宅族妹子叫诸葛亮？左小龙有点晕，自己的三国知识在这里完全派不上用场啊！左小龙朝着天空怒吼：这个三国有毒啊！！！,0,,机箱猫工作室,,1522588774,1,4.5893,,74149612,54552188,,
3,3620,33,学长，请听话,,http://cdn.517w.com/uploadfile/2017/0831/20170831114118844.jpg,来到新学校读书的司徒彬，在开学的第一天却被学校里的危险人物——楚铭天给盯上了，但这位“危险人物”看不来没有传言那么危险？后来还被他拉着自己一起去打架，日常什么的全被打乱了…新的校园生活究竟会变成怎么样？？,1,,响君,,1525097891,1,4.8924,,53532291,38534190,,
3,3613,32,阴阳特派,,http://cdn.517w.com/uploadfile/2017/0830/20170830053528541.jpg,这是一个在冥界送外卖的故事……,0,,默,,1522450814,0,4.8343,,94255617,201395626,,
3,3565,31,美人灯笼铺,,http://cdn.517w.com/uploadfile/2017/0830/20170830053722629.jpg,"一盏可以照见秘密的灯笼
一间凝聚爱恨情仇的灯笼铺
浮世悲欢，凝于纱中灯火；
善恶交织，尽在方寸之地；
墙上灯影，窥探人性本色。",2,,霍如凡/莲沐初光,,1535418796,0,4.7535,,119260108,73367444,,
3,3563,32,超频域,,http://cdn.517w.com/uploadfile/2017/0816/20170816123323239.jpg,华历4682年，世界多处突然爆发能量过载，出现超频现象——很多人和物的超速进化和发展。有个名为权纵组的机构意图掩盖，而主人公永钞等一席人，暗中发现了这一切，后来他们受雇于秘密组织，到一线记录这些超自然现象，并且查明源头。永钞三人游走于各种离奇事件之间，渐渐发现这个世界很多不为人知的秘密。,2,,彭东东,,1506776405,0,4.5556,,4314683,2067209,,
3,3558,31,非人哉,,http://cdn.517w.com/uploadfile/2017/0831/20170831112654715.jpg,建国前成精的妖怪，建国后也要与时俱进才行~,4,,一汪空气,,1547693164,1,4.9641,,167178557,84140688,,
3,3553,33,双子星空下,,http://cdn.517w.com/uploadfile/2017/0901/20170901013602653.jpg,双子星饭店的少爷童子安初次遇见刘子昂，就莫名的被夺去了第一个同性之吻。这变成了二人相识的契机，本以为之后就会开始普通的生活，谁曾想二人之间问题不断，相爱相杀的二人也在种种问题中建立起了凌驾于羁绊之上的感情……,0,,木浆纸工作室,,1505872808,1,4.3846,,6437545,5234851,,
3,3548,32,派件人,,http://cdn.517w.com/uploadfile/2018/0201/thumb_20180201184158277.jpg,讲述了穿行于各个世界派件的快递员的故事，而各个世界又被一种献祭生命获得力量的诅咒所侵染。在各个危机四伏的世界中主人公究竟又有怎样的命运……,2,,灵堂麦霸,,1525572781,1,4.8624,,56318255,37795512,,
3,3510,32,魔星双龙传,,http://cdn.517w.com/uploadfile/2017/0601/thumb_20170601135727175.jpg,龙，能大能小，能升能隐；大则兴云吐雾，小则隐介藏形；升则飞腾于宇宙之间。隐则潜伏于波涛之内。男主墨尾与女主素果本是地球的龙族，却一直在宇宙的角落干着累活，他们最大的愿望就是赚够钱买飞船回到地球，突然某天随着一个危机的到来，这对兄妹也被迫开始了一段奇幻的宇宙归乡之旅！,1,,弟罗尔,,1558343567,0,1,,132069,44503,,
3,3506,32,魇,,http://cdn.517w.com/uploadfile/2017/0830/20170830054234901.jpg,每一场噩梦都来自灵魂深处的恐惧，每一个人的心底都有不可告人的过往，专注倾听着人们深夜祈祷的，是天神还是恶魔？梦魇将至，快去寻找你的救命稻草！,2,,狼鸦,,1525094256,0,4.898,,26711270,18268888,,
3,3504,31,孟婆的甜点,,http://cdn.517w.com/uploadfile/2017/0901/20170901050529295.jpg,浪费生命最终猝死的陈一被带到地府，放弃抵抗选择乖乖走地府流程投胎转世。不料在最后一关遇到一个不务正业的孟婆，对她的做事方法十分不满的他会怎么做呢？！,2,,良文,,1534129574,1,4.7073,,44777610,28897111,,
3,3503,31,醋栗味暗恋,,http://cdn.517w.com/uploadfile/2017/0830/20170830054517813.jpg,刚刚踏入社会的新人漫画家沐雨，偶然与自己初中时的暗恋对象重逢，想要为恋情努力的她，却不知对方对她的心情也……酸甜如醋栗味般的恋爱故事，就此展开——,0,,叭卜,,1524899582,0,4.6904,,44168925,26787450,,
3,3502,32,浪流狗,,http://cdn.517w.com/uploadfile/2017/1013/thumb_20171013210343212.jpg,一场秘密的实验，改变了7名婴儿的命运…,3,,大叔酱,,1537277729,0,4.7329,,286816280,332558187,,
3,3473,32,片儿区战警,,http://cdn.517w.com/uploadfile/2017/0831/20170831110154630.jpg,这是个小警察的闹腾故事~,1,,使徒子/shishio,,1544414361,1,4.8649,,5082000,3958784,,
3,3460,32,杀道行者,,http://cdn.517w.com/uploadfile/2017/1017/thumb_20171017165629766.jpg,"世道上，传闻有这么一个集合着神秘而庞大的组织——杀道会。每个杀道会的核心成员，都拥有匪夷所思的超能力。阿信，一个被愤怒和悲伤所束缚的男人，他只有一个目的：毁掉杀道会！
关注官方微博:@杀_道_行_者,微信公众号[百漫GO]，，可提前看预告更新获取更多漫画动态！
更新时间：每周三、周五~",6,,郑健和,,1574042982,1,4.8971,,21538065,8710987,,
3,3437,32,五洲志,,http://cdn.517w.com/uploadfile/2017/1011/thumb_20171011163602566.jpg,拥有超凡能力的星徒们使五洲大陆熠熠生辉，但光明之下，黑暗正一点点向五洲袭来，生于乱世的主人公沧海命运将何去何从，且听我慢慢给你道来。,0,,华漫飞,,1515923775,0,4.7455,,69582690,39109896,,
3,3391,32,破梦游戏,,http://cdn.517w.com/uploadfile/2018/0703/thumb_20180703105111341.jpg,【微博@破梦游戏，粉丝①群590712618】女大学生江函误入不醒城，被全世界通缉，一路升级打怪，化身霹雳女战士。清纯萌呆天才少女，火辣性感偶像杀手，两款女神生死PK，你想谁赢？,1,,吟谷传媒,,1549940750,0,4.3529,,104463539,33036562,,
3,3360,32,心魔游戏,,http://cdn.517w.com/uploadfile/2017/0831/20170831030948953.jpg,《心魔游戏》我们身边的每个人，心中或多或少都存在着一个心魔…每一个季度中，都有一个自称心理医生的神秘男子会去寻找7个有着不同心魔的人，让他们参加一场互相厮杀的心魔游戏。胜出心魔游戏的参赛者则可以满足任何要求。但为何心魔游戏背后的操控势力可以做出如此逆天的举动，又为何要举行这一场厮杀的游戏，其真正的势力范围又将是多么不可估计呢…,2,,Shin先生/南榛子,,1533880707,1,4.8715,,158860184,116638274,,
3,3356,31,妖精之愿,,http://cdn.517w.com/uploadfile/2017/0831/thumb_20170831170113996.jpg,从小与妖精为伴的米粒一直认为妖精就是美好的化身，然而来到城市之后，却认识了一帮不一样的妖精，他们美丽强大却又诅咒缠身。原来，化妖与诅咒相伴相生，为了帮助妖精摆脱诅咒，必须要帮助妖精们实现愿望。希望与痛楚纠缠的故事就此展开······,0,,歪歪狐动漫工作室&死于妄想症的猫,,1525753625,1,4.7621,,106688807,63894234,,
3,3308,32,极星骑士与恒天王座,,http://cdn.517w.com/uploadfile/2017/0831/thumb_20170831172436502.jpg,遭到外星生物入侵两百年后的地球，代表人类希望的两个改造人兄弟星北和星南，卷入了各方势力的相互算计、明争暗斗之中。更大的危机还在蕴量……两兄弟的命运究竟何去何从？,2,,缘漫动漫,,1506430827,0,4.7143,,9213395,7279477,,
3,3306,32,虎十三,,http://cdn.517w.com/uploadfile/2017/0830/20170830060728184.jpg,汉有虎贲，承传天下武学；明末大乱，江湖风起云涌；时至现代，虎贲传人意外流落世间。中国古武、现代武林、少年张一凡的传奇展开！,2,,暴青漫画,,1507209156,0,4.2581,,55055470,22953472,,
3,3305,32,风姿物语,,http://cdn.517w.com/uploadfile/2017/0414/thumb_20170414065109846.jpg,胸怀大志的山野小子兰斯洛、冰雪聪明的小草、被惊为天人的美少女紫钰、萌宠的猫女枫儿、神秘操控者周公瑾齐聚杭州，共同奏响风姿大陆传奇的初章。欢迎进入风姿物语的世界。,2,,猎星时代,,1574662330,0,4.5417,,5347702,3325700,,
3,3274,31,恶魔战姬(魔魂),,http://cdn.517w.com/uploadfile/2017/0830/thumb_20170830143442354.jpg,主人公塔埃，被古老家族遗弃的继承人，13岁在修道院封锁的图书馆里释放了艾斯玛。18岁便频繁出现身体男女交换变化的状况，变化一次便缩短寿命。18岁离开了修道院带着艾斯玛去寻找破除自己身体变异的魔法。,2,,小京京,,1506346591,1,4.7767,,10927456,5036088,,
3,3251,31,医妃撩君心,,http://cdn.517w.com/uploadfile/2017/0831/thumb_20170831173851369.jpg,"只看十格就捧腹的爆笑喜剧，读一千遍仍感动的爱情传奇
史上最逆天最暖萌小医妃狂虐当世最霸气最腹黑俏天子
世道衰败，奸佞当道，俏皇帝扮猪吃虎
山河变色，群雄纷争，小医妃倾覆乾坤
万里江山，不及你一抹笑靥",2,,歪歪狐动漫工作室,,1526952916,1,4.6162,,63107785,136659583,,
